id,level_id,total_time,donuts,candy,level,progress,nbr Items,perseverance badge,concentration,Success,Excellence,Upgrade,total_Time_Education,nb_mistakes,correct Question,correct_Q_Math,correct_Q_Science,correct_Q_Ar,correct_Q_Fr,Q_Best_Time,best_time_math,best_time_science,best_time_ar,best_time_fr,Q_Worst_Time,worst_time_math,worst_time_science,worst_time_ar,worst_time_fr,Q_Avg_Time,Avg_Time_math,Avg_Time__science,Avg_Time_ar,Avg_Time_fr,count ex not completed,PlayerType_results,PlayerType
13153.0,6.0,00:23:20,27.0,1424.0,1.0,0.5357143,3.0,2.0,5.0,1.0,4.0,0.0,1813.0,6.0,6.0,2.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,0,0,34.0,1,type_disruptor
13155.0,3.0,00:14:45,11.0,350.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,4200.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,3,0,0,0,0.0,0,type_achiever
13159.0,3.0,07:16:33,178.0,1375.0,1.0,0.0,1.0,10.0,7.0,4.0,7.0,0.0,98189.0,122.0,98.0,57.0,41.0,0.0,0.0,13.0,8.0,5.0,0.0,0.0,29.0,16.0,13.0,0.0,0.0,56,33,23,0,0,168.0,2,type_freeSpirit
13163.0,3.0,00:17:41,19.0,350.0,1.0,0.0,0.0,1.0,4.0,1.0,7.0,0.0,4361.0,6.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,2,0,0,37.0,0,type_achiever
13164.0,5.0,00:09:31,10.0,350.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,2450.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,17.0,3,type_player
13166.0,3.0,00:15:42,36.0,350.0,1.0,0.7142856717,1.0,1.0,3.0,2.0,4.0,0.0,4466.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11,0,0,0,16.0,3,type_player
13168.0,5.0,01:02:30,65.0,350.0,1.0,0.0,0.0,4.0,7.0,5.0,4.0,0.0,4893.0,36.0,63.0,0.0,21.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,11,0,0,80.0,1,type_disruptor
13169.0,6.0,00:21:15,20.0,350.0,1.0,0.0,0.0,2.0,4.0,0.0,7.0,0.0,2814.0,8.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,5,0,0,139.0,0,type_achiever
13171.0,3.0,00:54:32,36.0,1000.0,1.0,0.3928571939,1.0,3.0,2.0,1.0,5.0,0.0,2660.0,3.0,10.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,84.0,0,type_achiever
13172.0,8.0,00:02:32,3.0,350.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,574.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,54.0,1,type_disruptor
13174.0,7.0,00:07:52,4.0,350.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2863.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,5.0,0,type_achiever
13176.0,5.0,00:19:36,9.0,350.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,7476.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,4.0,0,type_achiever
13180.0,8.0,00:13:35,14.0,350.0,1.0,0.0,0.0,1.0,4.0,1.0,7.0,0.0,3416.0,36.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5,0,5,0,0,31.0,0,type_achiever
13190.0,6.0,00:20:25,50.0,1130.0,1.0,0.3214286,3.0,2.0,5.0,6.0,7.0,0.0,686.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,77.0,0,type_achiever
13202.0,7.0,00:21:47,14.0,350.0,1.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,3129.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,4.0,3,type_player
13208.0,5.0,04:52:05,100.0,350.0,1.0,0.0,0.0,9.0,7.0,4.0,7.0,0.0,30240.0,68.0,27.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,24,8,16,0,0,81.0,0,type_achiever
13213.0,8.0,00:10:47,9.0,350.0,1.0,0.1785714328,0.0,1.0,3.0,0.0,3.0,0.0,287.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,26.0,3,type_player
13216.0,8.0,01:22:47,54.0,350.0,2.0,0.07500000298,0.0,4.0,7.0,1.0,7.0,1.0,19362.0,57.0,14.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11,11,0,0,0,24.0,0,type_achiever
13220.0,3.0,00:11:11,16.0,350.0,1.0,0.0,0.0,1.0,3.0,2.0,7.0,0.0,3101.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,0,0,0,14.0,0,type_achiever
13223.0,6.0,00:04:22,1.0,350.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,707.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7.0,0,type_achiever
13224.0,7.0,00:24:28,16.0,350.0,1.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,4795.0,78.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,35.0,3,type_player
13228.0,7.0,02:43:11,29.0,350.0,1.0,0.0,0.0,7.0,7.0,1.0,2.0,0.0,50533.0,54.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,3,3,0,0,0,12.0,2,type_freeSpirit
13231.0,7.0,05:58:37,118.0,2299.0,1.0,0.0,1.0,10.0,7.0,7.0,7.0,0.0,110180.0,240.0,68.0,34.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,62,28,0,0,0,87.0,0,type_achiever
13232.0,8.0,04:42:46,251.0,1721.0,1.0,0.0,4.0,9.0,7.0,3.0,7.0,1.0,53697.0,969.0,267.0,48.0,41.0,0.0,0.0,16.0,4.0,12.0,0.0,0.0,9.0,8.0,1.0,0.0,0.0,242,36,28,0,0,120.0,0,type_achiever
13234.0,7.0,00:50:35,25.0,375.0,1.0,0.0,0.0,3.0,7.0,1.0,3.0,0.0,13671.0,20.0,11.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,0,0,0,14.0,3,type_player
13245.0,8.0,00:07:58,11.0,500.0,1.0,0.214285716,1.0,0.0,2.0,0.0,2.0,0.0,805.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,9.0,0,type_achiever
13246.0,3.0,00:17:58,32.0,732.0,1.0,0.642857134,2.0,1.0,4.0,2.0,7.0,0.0,784.0,0.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,57.0,0,type_achiever
13247.0,6.0,02:34:12,154.0,2200.0,4.0,0.08139534,5.0,7.0,7.0,4.0,7.0,3.0,18473.0,119.0,58.0,17.0,41.0,0.0,0.0,30.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,12,16,0,0,187.0,0,type_achiever
13251.0,5.0,01:04:38,27.0,0.0,1.0,0.0,1.0,4.0,7.0,1.0,7.0,0.0,11403.0,20.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4,4,0,0,0,65.0,0,type_achiever
13253.0,5.0,00:09:02,10.0,350.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2471.0,11.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6,0,6,0,0,11.0,0,type_achiever
13258.0,3.0,01:03:12,23.0,350.0,1.0,0.0,0.0,3.0,7.0,2.0,7.0,0.0,18501.0,26.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,1,0,1,0,0,12.0,0,type_achiever
13262.0,6.0,01:58:57,112.0,350.0,3.0,0.2,1.0,5.0,7.0,7.0,7.0,2.0,9863.0,85.0,17.0,4.0,13.0,0.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,6,0,0,108.0,1,type_disruptor
13263.0,7.0,04:10:27,3.0,350.0,1.0,0.0,1.0,9.0,7.0,5.0,7.0,2.0,38241.0,1034.0,95.0,11.0,84.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,57,11,46,0,0,114.0,0,type_achiever
13269.0,3.0,00:10:38,15.0,350.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1400.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0.0,0,type_achiever
13271.0,4.0,01:26:27,69.0,2072.0,2.0,0.37500006,5.0,5.0,7.0,4.0,7.0,1.0,8792.0,50.0,19.0,5.0,14.0,0.0,0.0,10.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,4,5,0,0,53.0,1,type_disruptor
13275.0,3.0,01:16:13,41.0,350.0,1.0,0.0,0.0,4.0,7.0,2.0,6.0,0.0,21980.0,9.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,17,17,0,0,0,6.0,0,type_achiever
13276.0,4.0,00:03:29,3.0,350.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1197.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,52.0,1,type_disruptor
13277.0,6.0,00:37:21,104.0,2294.0,3.0,0.0833333358,6.0,3.0,5.0,7.0,7.0,2.0,2331.0,17.0,15.0,0.0,15.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,71.0,0,type_achiever
13278.0,4.0,02:24:17,86.0,350.0,1.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,12817.0,31.0,24.0,9.0,15.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,8,13,0,0,98.0,1,type_disruptor
13282.0,5.0,00:48:34,45.0,350.0,1.0,0.0,0.0,3.0,5.0,4.0,7.0,0.0,6776.0,23.0,16.0,1.0,15.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,11,1,10,0,0,60.0,0,type_achiever
13283.0,5.0,00:15:56,26.0,350.0,1.0,0.0,0.0,2.0,4.0,3.0,5.0,0.0,5082.0,9.0,18.0,0.0,18.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,15,0,15,0,0,6.0,0,type_achiever
13285.0,3.0,00:46:57,50.0,1372.0,2.0,0.0,3.0,3.0,7.0,3.0,7.0,1.0,9499.0,6.0,17.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16,2,14,0,0,6.0,0,type_achiever
13287.0,8.0,00:02:04,6.0,350.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,728.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,9.0,0,type_achiever
13294.0,3.0,01:56:06,76.0,350.0,1.0,0.0,0.0,6.0,7.0,4.0,7.0,0.0,14511.0,199.0,20.0,19.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,14,13,1,0,0,39.0,1,type_disruptor
13296.0,6.0,01:29:01,108.0,2320.0,3.0,0.116666667,5.0,5.0,7.0,4.0,7.0,2.0,13720.0,104.0,32.0,7.0,25.0,0.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,6,18,0,0,97.0,1,type_disruptor
13310.0,4.0,00:14:53,11.0,350.0,1.0,0.0,1.0,1.0,4.0,1.0,6.0,0.0,3024.0,40.0,9.0,0.0,9.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,7,0,0,17.0,0,type_achiever
13312.0,4.0,00:47:30,21.0,350.0,1.0,0.0,1.0,3.0,7.0,0.0,7.0,0.0,1379.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,12.0,0,type_achiever
13320.0,3.0,01:32:13,98.0,350.0,1.0,0.0,0.0,5.0,7.0,3.0,7.0,0.0,24633.0,37.0,35.0,27.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,30,23,7,0,0,45.0,0,type_achiever
13322.0,6.0,01:01:28,45.0,350.0,1.0,0.0,1.0,4.0,7.0,3.0,7.0,0.0,21161.0,39.0,24.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22,22,0,0,0,27.0,0,type_achiever
13324.0,4.0,00:02:57,4.0,350.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,637.0,6.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,11.0,0,type_achiever
13326.0,6.0,00:15:00,18.0,374.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,4711.0,12.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4,3,0,0,58.0,1,type_disruptor
13330.0,3.0,00:21:04,61.0,980.0,2.0,0.225000024,2.0,1.0,4.0,3.0,7.0,0.0,3213.0,12.0,13.0,7.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,7,4,0,0,5.0,0,type_achiever
13334.0,5.0,00:23:04,16.0,350.0,1.0,0.0,1.0,2.0,5.0,1.0,2.0,0.0,3108.0,22.0,6.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,0,0,26.0,0,type_achiever
13335.0,3.0,00:30:23,30.0,350.0,1.0,0.0,0.0,3.0,6.0,2.0,4.0,0.0,11228.0,31.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,14,0,14,0,0,7.0,3,type_player
13342.0,3.0,00:32:06,17.0,350.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,8141.0,41.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10,9,1,0,0,36.0,1,type_disruptor
13346.0,6.0,04:06:55,160.0,350.0,1.0,0.0,0.0,9.0,7.0,4.0,7.0,0.0,24472.0,42.0,37.0,8.0,29.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,33,6,27,0,0,105.0,0,type_achiever
13356.0,3.0,00:55:30,55.0,350.0,1.0,0.0,0.0,4.0,7.0,4.0,7.0,0.0,9191.0,37.0,18.0,18.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14,14,0,0,0,42.0,0,type_achiever
13358.0,4.0,02:59:06,82.0,350.0,1.0,0.0,0.0,7.0,7.0,2.0,5.0,0.0,41671.0,110.0,26.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,0.0,0.0,17,11,6,0,0,83.0,1,type_disruptor
13361.0,5.0,01:43:03,107.0,4348.0,3.0,0.13333334,11.0,5.0,7.0,5.0,7.0,2.0,21042.0,46.0,52.0,4.0,48.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,38,4,34,0,0,20.0,3,type_player
13362.0,6.0,00:12:57,20.0,350.0,1.0,0.1785714328,0.0,1.0,2.0,0.0,1.0,0.0,4242.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,31.0,1,type_disruptor
13367.0,3.0,00:04:10,2.0,350.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1428.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,19.0,3,type_player
13370.0,7.0,00:32:16,20.0,425.0,1.0,0.3928572,1.0,3.0,4.0,0.0,4.0,0.0,3367.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,30.0,3,type_player
13371.0,4.0,00:46:42,27.0,425.0,1.0,0.5357143,1.0,2.0,4.0,0.0,2.0,0.0,8155.0,3.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5,5,0,0,0,85.0,1,type_disruptor
13372.0,5.0,00:04:36,3.0,350.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1820.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,45.0,1,type_disruptor
13377.0,6.0,00:02:56,5.0,350.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,658.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,17.0,3,type_player
13379.0,6.0,00:11:12,8.0,350.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2898.0,26.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,9.0,0,type_achiever
13381.0,4.0,04:54:24,64.0,350.0,1.0,0.0,0.0,10.0,7.0,1.0,7.0,0.0,48776.0,176.0,96.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,92,20,0,0,0,55.0,3,type_player
13382.0,7.0,04:58:59,132.0,350.0,1.0,0.0,0.0,10.0,7.0,3.0,7.0,0.0,66045.0,1428.0,819.0,29.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,813,24,9,0,0,60.0,3,type_player
13386.0,4.0,00:12:35,20.0,999.0,1.0,0.3928571939,2.0,1.0,2.0,1.0,6.0,0.0,2282.0,0.0,9.0,0.0,9.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,0,0,17.0,0,type_achiever
13392.0,5.0,01:22:49,22.0,350.0,1.0,0.0,0.0,4.0,7.0,3.0,7.0,0.0,6363.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,2,0,0,0,63.0,0,type_achiever
13394.0,3.0,00:11:36,11.0,375.0,1.0,0.2142857164,1.0,1.0,2.0,0.0,1.0,0.0,581.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,15.0,3,type_player
13397.0,8.0,00:07:58,25.0,350.0,1.0,0.5000000596,1.0,0.0,2.0,1.0,5.0,0.0,742.0,1.0,6.0,0.0,6.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,21.0,0,type_achiever
13400.0,8.0,00:27:29,20.0,350.0,1.0,0.0,0.0,3.0,5.0,1.0,7.0,0.0,3241.0,30.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,6,0,0,30.0,0,type_achiever
13401.0,5.0,01:10:00,12.0,350.0,1.0,0.0,0.0,4.0,7.0,1.0,4.0,0.0,10535.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,13.0,3,type_player
13402.0,5.0,03:27:29,108.0,350.0,1.0,0.0,0.0,8.0,7.0,2.0,7.0,0.0,53312.0,176.0,46.0,18.0,28.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,38,15,23,0,0,67.0,3,type_player
13404.0,7.0,00:15:53,5.0,350.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,4991.0,24.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1,1,0,0,5.0,0,type_achiever
13410.0,7.0,00:04:05,1.0,350.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1435.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,4.0,0,type_achiever
13411.0,6.0,00:28:48,28.0,350.0,1.0,0.0,0.0,2.0,5.0,2.0,7.0,0.0,3290.0,14.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,2,0,0,97.0,0,type_achiever
13414.0,6.0,01:00:00,34.0,350.0,1.0,0.0,0.0,4.0,7.0,1.0,4.0,0.0,17360.0,34.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13,8,5,0,0,76.0,1,type_disruptor
13415.0,3.0,01:19:13,81.0,350.0,1.0,0.0,0.0,4.0,7.0,7.0,7.0,0.0,18347.0,180.0,57.0,17.0,40.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,48,17,31,0,0,10.0,0,type_achiever
13423.0,5.0,00:25:38,64.0,350.0,2.0,0.2750000358,1.0,1.0,3.0,3.0,7.0,0.0,6090.0,7.0,21.0,0.0,21.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,19,0,0,7.0,0,type_achiever
13425.0,8.0,00:47:13,104.0,2414.0,3.0,0.06666667,5.0,3.0,6.0,4.0,7.0,2.0,7189.0,80.0,35.0,2.0,33.0,0.0,0.0,17.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,17,0,0,26.0,0,type_achiever
13427.0,3.0,01:17:19,66.0,350.0,1.0,0.0,0.0,4.0,7.0,3.0,6.0,0.0,17108.0,172.0,36.0,7.0,29.0,0.0,0.0,10.0,1.0,9.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,20,6,14,0,0,6.0,0,type_achiever
13431.0,5.0,01:31:43,96.0,375.0,1.0,0.0,0.0,5.0,6.0,4.0,5.0,0.0,16415.0,141.0,31.0,10.0,21.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,21,6,15,0,0,117.0,1,type_disruptor
13433.0,4.0,00:11:32,3.0,350.0,1.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,3290.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,2,0,0,0,22.0,0,type_achiever
13437.0,4.0,00:23:29,39.0,575.0,1.0,0.7857142091,1.0,2.0,2.0,0.0,2.0,0.0,3451.0,5.0,11.0,6.0,5.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,4,0,0,24.0,0,type_achiever
13448.0,4.0,00:04:46,3.0,350.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,651.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,2,0,0,48.0,1,type_disruptor
13449.0,7.0,01:10:50,7.0,350.0,1.0,0.0,0.0,5.0,7.0,0.0,7.0,0.0,4326.0,24.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0,0,16.0,0,type_achiever
13453.0,3.0,00:10:04,14.0,350.0,1.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,1855.0,17.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,4,0,0,0,1.0,0,type_achiever
13455.0,6.0,02:46:29,2.0,1050.0,1.0,0.0,3.0,7.0,7.0,1.0,7.0,0.0,18753.0,246.0,70.0,10.0,25.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,64,8,21,0,0,144.0,0,type_achiever
13456.0,5.0,00:18:44,11.0,219.0,1.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,1666.0,45.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,87.0,1,type_disruptor
13457.0,3.0,00:26:02,38.0,350.0,1.0,0.0,0.0,2.0,5.0,3.0,7.0,0.0,5425.0,37.0,19.0,7.0,12.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,6,4,0,0,86.0,0,type_achiever
13459.0,4.0,01:53:21,44.0,350.0,1.0,0.4642857909,1.0,5.0,5.0,1.0,7.0,0.0,5313.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,0,17.0,0,type_achiever
